epoch,total_loss,recon_loss,kl_loss
1,0.0682810302680868,0.0682810302680868,5.800198913230311
2,0.047200475183441816,0.04657386334808281,6.266118778292175
3,0.04276627396969387,0.04172803257184718,5.191207033289058
4,0.04074266598181194,0.039382834983108295,4.532769824537779
5,0.03918435054419138,0.03752429512522333,4.150138672660379
6,0.038493015138846835,0.03655732307783173,3.871383949009049
7,0.038093506918310205,0.035914373312555155,3.6318892990536704
8,0.03797639275441313,0.035566292746025886,3.443000126372823
9,0.03778912794902502,0.035156441495165495,3.290858112027883
10,0.03788035540648586,0.035028062115335254,3.1692148879970734
11,0.037977999304909534,0.03491317652775656,3.064822597576834
12,0.03811505759882805,0.034839626289713564,2.977664831044424
13,0.03815740149210938,0.03467985252132806,2.8979572960177955
14,0.03827591670100646,0.03459837615413739,2.828877310008954
15,0.03833046932573742,0.0344600730154025,2.7645689343552453
16,0.038447952888848835,0.034386669352288596,2.707522324284019
17,0.038683325838288075,0.034434462668817216,2.6555395501348977
18,0.038632727702103,0.03420295669694843,2.6057476226021263
19,0.03890802811288163,0.03429591268910776,2.562286435490679
20,0.03893686460850336,0.03414611463361155,2.5214473371920376
21,0.03902909546957144,0.03406510927030802,2.481992966073858
22,0.03914802874941045,0.03401822031563734,2.4427659907914183
23,0.03934041384483695,0.03403918601601096,2.4096490178266756
24,0.03948236277798557,0.03401241224030476,2.378239308781636
25,0.039568636318683015,0.03394094892465474,2.344869656026211
26,0.039750187312398114,0.03396043444142851,2.3159011931675475
27,0.03979121466808002,0.03384584474289204,2.286680752663966
28,0.03987889499653636,0.03377741904657744,2.259805839994679
29,0.040045630105811615,0.033796026021280255,2.2320015479231734
30,0.04017981934978072,0.033782902807283126,2.205833328349511
31,0.040226463857285504,0.03368111812721585,2.181781878861625
32,0.040417407632178964,0.03372795037363115,2.1578893737719795
33,0.040505223833691435,0.03367757729833464,2.13363959051459
34,0.040675768723992436,0.03370587855977628,2.1120879317793393
35,0.040747436392299656,0.03364519632238028,2.0888941257506075
36,0.040832427880533824,0.03359851233727868,2.0668329244379495
37,0.040954398153268776,0.033588728760285756,2.0460193152622796
38,0.04108629477165087,0.03358840657031292,2.0264562799802524
39,0.041167954992874504,0.03354309817723682,2.006541237196959
40,0.041296891715672926,0.03354664692831466,1.9872423044555938
41,0.04143149053673153,0.03355958171741432,1.9679771068760805
42,0.04155911876798591,0.03356583440757316,1.9495815291733998
43,0.041651154303794624,0.03353212206193325,1.9331029781600093
44,0.041766899111478226,0.033531565524046986,1.9151937909748242
45,0.04185866021915623,0.03350863761990271,1.8977324051015518
46,0.04200039413350318,0.03354093228059504,1.8798804850224644
47,0.04216886548053883,0.03358635665310542,1.8657627547793376
48,0.04223191899621426,0.03353970780339845,1.8494066687496118
49,0.04236981072617919,0.03356677922598846,1.8339648114140992
50,0.0425004962822208,0.03358458066382981,1.81957459739407
51,0.04260198626657734,0.03358308650562754,1.8037799855937129
52,0.04275487531024172,0.03362024636924876,1.7911036612127749
53,0.04286813285782971,0.03362575717165571,1.7773799374890145
54,0.04296230874441164,0.03362062759221057,1.7625814028408215
55,0.04312688295665147,0.03366713759863316,1.7518046512018384
56,0.04321442634496085,0.03365782471111668,1.737563930356594
57,0.04329956396270896,0.03363909223891052,1.7250842920044804
58,0.043407741781619505,0.03364419458610246,1.7129029930400117
59,0.04355520640721407,0.033693605910062485,1.7002759816701456
60,0.04368347535981699,0.03372409474104643,1.6880305516140541
61,0.043822929639455,0.03375259517213268,1.6783890547349936
62,0.04394228404383068,0.03377256316163808,1.6671674057955632
63,0.04399692076151176,0.0337271090249157,1.6564212095402087
64,0.04412934940089198,0.03377561678495401,1.6434496197554156
65,0.044284936812375206,0.03383015060220914,1.6335603831064365
66,0.04437970723528081,0.03382586385778454,1.6236681659203356
67,0.04449990295978916,0.03385738038298343,1.6125034273737837
68,0.0446158213698117,0.03386821091422797,1.6041210229744387
69,0.044715998060715474,0.03387323506605214,1.5945239565561495
70,0.04485389797488594,0.03392586754182415,1.5837725416168837
